,open,high,low,close,volume,value
2025-04-29 16:37:00,136843000.0,136844000.0,136800000.0,136810000.0,1.25912756,172268875.61436
2025-04-29 16:38:00,136810000.0,136810000.0,136800000.0,136801000.0,0.17840552,24407424.25161
2025-04-29 16:39:00,136810000.0,136810000.0,136744000.0,136744000.0,0.4869999,66619242.21613
2025-04-29 16:40:00,136800000.0,136810000.0,136739000.0,136810000.0,0.56140761,76772919.61769
2025-04-29 16:41:00,136801000.0,136810000.0,136801000.0,136801000.0,0.1546072,21150923.62979
2025-04-29 16:42:00,136801000.0,136801000.0,136744000.0,136801000.0,0.21382366,29250914.97744
2025-04-29 16:43:00,136801000.0,136801000.0,136754000.0,136800000.0,0.26805447,36666061.63745
2025-04-29 16:44:00,136800000.0,136800000.0,136764000.0,136787000.0,0.12454785,17036077.17389
2025-04-29 16:45:00,136764000.0,136787000.0,136764000.0,136787000.0,0.08155992,11155916.15192
2025-04-29 16:46:00,136787000.0,136821000.0,136763000.0,136787000.0,1.144907,156614934.01889
2025-04-29 16:47:00,136821000.0,136848000.0,136774000.0,136848000.0,0.24983255,34184128.36623
2025-04-29 16:48:00,136848000.0,136848000.0,136821000.0,136843000.0,0.21285681,29127750.17369
2025-04-29 16:49:00,136843000.0,136843000.0,136821000.0,136830000.0,0.17194304,23528592.95964
2025-04-29 16:50:00,136843000.0,136907000.0,136830000.0,136907000.0,1.70876789,233848408.12818
2025-04-29 16:51:00,136907000.0,136907000.0,136879000.0,136880000.0,0.2236622,30616665.44566
2025-04-29 16:52:00,136894000.0,136895000.0,136880000.0,136895000.0,0.27000038,36960809.70157
2025-04-29 16:53:00,136895000.0,136907000.0,136880000.0,136895000.0,1.71706301,235056004.77794
2025-04-29 16:54:00,136895000.0,136895000.0,136881000.0,136882000.0,0.12263351,16786998.80085
2025-04-29 16:55:00,136882000.0,136940000.0,136882000.0,136937000.0,0.64261307,87982646.80669
2025-04-29 16:56:00,136937000.0,136937000.0,136830000.0,136870000.0,0.6048346,82787893.72217
2025-04-29 16:57:00,136870000.0,136870000.0,136853000.0,136862000.0,0.21707211,29708936.95316
2025-04-29 16:58:00,136865000.0,136865000.0,136830000.0,136853000.0,0.25583891,35013221.67546
2025-04-29 16:59:00,136853000.0,136859000.0,136831000.0,136831000.0,0.2485158,34005984.88571
2025-04-29 17:00:00,136831000.0,136860000.0,136831000.0,136860000.0,0.24922093,34106442.53604
2025-04-29 17:01:00,136860000.0,136860000.0,136831000.0,136851000.0,0.21754242,29768699.74473
2025-04-29 17:02:00,136851000.0,136851000.0,136830000.0,136848000.0,0.25601412,35033372.44594
2025-04-29 17:03:00,136848000.0,136848000.0,136830000.0,136830000.0,0.12500431,17105425.25523
2025-04-29 17:04:00,136830000.0,136848000.0,136829000.0,136829000.0,0.29726048,40678998.20362
2025-04-29 17:05:00,136846000.0,136846000.0,136816000.0,136817000.0,0.44083936,60316892.13106
2025-04-29 17:06:00,136817000.0,136818000.0,136803000.0,136815000.0,0.11224503,15356806.04551
2025-04-29 17:07:00,136815000.0,136816000.0,136800000.0,136816000.0,0.63473662,86841833.64969
2025-04-29 17:08:00,136816000.0,136816000.0,136807000.0,136815000.0,0.24935111,34114572.59959
2025-04-29 17:09:00,136815000.0,136820000.0,136803000.0,136808000.0,0.5889669,80577976.23828
2025-04-29 17:10:00,136803000.0,136808000.0,136786000.0,136808000.0,0.97584321,133498837.34567
2025-04-29 17:11:00,136808000.0,136831000.0,136807000.0,136831000.0,1.0805703,147839388.63928
2025-04-29 17:12:00,136846000.0,136861000.0,136845000.0,136845000.0,0.98844289,135276889.51614
2025-04-29 17:13:00,136861000.0,136861000.0,136833000.0,136845000.0,0.09307914,12738048.78013
2025-04-29 17:14:00,136845000.0,136845000.0,136807000.0,136844000.0,0.55371113,75762283.24938
2025-04-29 17:15:00,136844000.0,136845000.0,136823000.0,136844000.0,0.23952196,32776708.66732
2025-04-29 17:16:00,136844000.0,136844000.0,136823000.0,136843000.0,0.24835503,33985433.2075
2025-04-29 17:17:00,136843000.0,136843000.0,136825000.0,136842000.0,0.22735349,31111360.53411
2025-04-29 17:18:00,136842000.0,136843000.0,136824000.0,136843000.0,0.83298369,113983525.92704
2025-04-29 17:19:00,136843000.0,136843000.0,136828000.0,136843000.0,0.18355249,25117806.79608
2025-04-29 17:20:00,136841000.0,136843000.0,136824000.0,136843000.0,0.2393135,32747837.53838
2025-04-29 17:21:00,136843000.0,136860000.0,136841000.0,136843000.0,1.28596903,175978004.83256
2025-04-29 17:22:00,136852000.0,136852000.0,136841000.0,136852000.0,0.40625234,55595926.78639
2025-04-29 17:23:00,136852000.0,136852000.0,136823000.0,136825000.0,0.91672474,125444661.21756
2025-04-29 17:24:00,136825000.0,136825000.0,136700000.0,136824000.0,2.96251564,405178480.22274
2025-04-29 17:25:00,136707000.0,136815000.0,136700000.0,136771000.0,0.50725449,69352917.39425
2025-04-29 17:26:00,136771000.0,136771000.0,136701000.0,136714000.0,0.14366314,19640090.85506
2025-04-29 17:27:00,136701000.0,136714000.0,136701000.0,136714000.0,0.31257485,42730500.23598
2025-04-29 17:28:00,136714000.0,136714000.0,136700000.0,136701000.0,0.15795927,21594349.29577
2025-04-29 17:29:00,136714000.0,136714000.0,136701000.0,136714000.0,0.24693342,33758313.34394
2025-04-29 17:30:00,136714000.0,136714000.0,136701000.0,136713000.0,0.81985646,112079419.17299
2025-04-29 17:31:00,136713000.0,136713000.0,136698000.0,136698000.0,0.77595888,106074196.099
2025-04-29 17:32:00,136699000.0,136699000.0,136640000.0,136640000.0,0.87546423,119662423.59157
2025-04-29 17:33:00,136647000.0,136647000.0,136624000.0,136624000.0,0.12367924,16899278.20076
2025-04-29 17:34:00,136624000.0,136631000.0,136600000.0,136619000.0,0.22673565,30973578.42157
2025-04-29 17:35:00,136619000.0,136619000.0,136582000.0,136618000.0,0.53703458,73358805.39683
2025-04-29 17:36:00,136619000.0,136619000.0,136561000.0,136582000.0,0.50045243,68363171.66922
2025-04-29 17:37:00,136582000.0,136582000.0,136535000.0,136560000.0,0.50062115,68364821.82176
2025-04-29 17:38:00,136561000.0,136561000.0,136535000.0,136536000.0,0.04403955,6013724.86815
2025-04-29 17:39:00,136560000.0,136560000.0,136506000.0,136506000.0,0.2785629,38030935.25923
2025-04-29 17:40:00,136522000.0,136522000.0,136500000.0,136521000.0,0.97096256,132549620.76363
2025-04-29 17:41:00,136521000.0,136521000.0,136500000.0,136500000.0,0.19958291,27245693.43296
2025-04-29 17:42:00,136521000.0,136560000.0,136500000.0,136560000.0,0.93572789,127749448.50991
2025-04-29 17:43:00,136575000.0,136619000.0,136530000.0,136618000.0,0.08822355,12050574.05258
2025-04-29 17:44:00,136618000.0,136618000.0,136539000.0,136550000.0,0.09436803,12888376.19224
2025-04-29 17:45:00,136539000.0,136609000.0,136530000.0,136531000.0,0.50173007,68503295.62719
2025-04-29 17:46:00,136531000.0,136619000.0,136531000.0,136619000.0,0.33667201,45972905.203
2025-04-29 17:47:00,136619000.0,136619000.0,136539000.0,136619000.0,0.32417836,44274899.86963
2025-04-29 17:48:00,136619000.0,136688000.0,136572000.0,136573000.0,0.62460249,85337346.70966
2025-04-29 17:49:00,136688000.0,136688000.0,136587000.0,136687000.0,0.22772827,31118211.78279
2025-04-29 17:50:00,136687000.0,136699000.0,136579000.0,136599000.0,0.29144104,39818366.45303
2025-04-29 17:51:00,136599000.0,136624000.0,136575000.0,136624000.0,0.08137967,11116432.83501
2025-04-29 17:52:00,136599000.0,136668000.0,136599000.0,136599000.0,0.07677449,10488289.33942
2025-04-29 17:53:00,136667000.0,136667000.0,136574000.0,136574000.0,0.63876341,87286463.1896
2025-04-29 17:54:00,136598000.0,136599000.0,136573000.0,136573000.0,0.17980068,24558264.81028
2025-04-29 17:55:00,136573000.0,136668000.0,136572000.0,136667000.0,0.73004833,99714033.46498
2025-04-29 17:56:00,136667000.0,136793000.0,136667000.0,136783000.0,0.8063718,110230404.67647
2025-04-29 17:57:00,136793000.0,136800000.0,136736000.0,136770000.0,0.22505693,30779849.34289
2025-04-29 17:58:00,136770000.0,136786000.0,136701000.0,136738000.0,0.45249578,61874703.74978
